Isolate_Id,Isolate_Name,Subtype,Lineage,Clade,Host,Passage_History,Location,Collection_Date,Submission_Date,H_Subtype,N_Subtype,Collection_Year,4_HA_ID,New_Host,Prediction
EPI_ISL_19490467,A/domestic goose/New York/23-022512-007-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / New York / Kings County,2023-07-24,2024-10-18,5,1,2023,EPI3605419,domestic_goose,Avian
EPI_ISL_19490465,A/Muscovy duck/New York/23-022512-006-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / New York / Kings County,2023-07-24,2024-10-18,5,1,2023,EPI3605403,muscovy_duck,Avian
EPI_ISL_19490464,A/Muscovy duck/Pennsylvania/23-008369-001-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Pennsylvania / Lancaster County,2023-03-14,2024-10-18,5,1,2023,EPI3605401,muscovy_duck,Avian
EPI_ISL_19490463,A/Muscovy duck/New York/23-022512-005-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / New York / Kings County,2023-07-24,2024-10-18,5,1,2023,EPI3605387,muscovy_duck,Avian
EPI_ISL_19490462,A/chicken/Mississippi/23-008358-002-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Mississippi / Monroe County,2023-03-15,2024-10-18,5,1,2023,EPI3605385,chicken,Avian
EPI_ISL_19490461,A/chicken/New York/23-022512-003-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / New York / Kings County,2023-07-24,2024-10-18,5,1,2023,EPI3605370,chicken,Avian
EPI_ISL_19490458,A/chicken/Missouri/23-008296-003-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Missouri / Maries County,2023-03-14,2024-10-18,5,1,2023,EPI3605353,chicken,Avian
EPI_ISL_19490455,A/chicken/New York/23-022051-010-original/n/a,H5N1,,2.3.4.4b,Avian,original,North America / United States / New York / Kings County,2023-07-17,2024-10-18,5,1,2023,EPI3605322,chicken,Avian
EPI_ISL_19490453,A/Muscovy duck/New York/23-022051-008-original/n/a,H5N1,,2.3.4.4b,Avian,original,North America / United States / New York / Kings County,2023-07-17,2024-10-18,5,1,2023,EPI3605307,muscovy_duck,Avian
EPI_ISL_19490452,A/guinea fowl/Pennsylvania/23-008247-003-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Pennsylvania / Mifflin County,2023-03-14,2024-10-18,5,1,2023,EPI3605305,guinea_fowl,Avian
EPI_ISL_19490451,A/Muscovy duck/New York/23-022051-007-original/n/a,H5N1,,2.3.4.4b,Avian,original,North America / United States / New York / Kings County,2023-07-17,2024-10-18,5,1,2023,EPI3605290,muscovy_duck,Avian
EPI_ISL_19490449,A/guinea fowl/New York/23-022051-003-original/n/a,H5N1,,2.3.4.4b,Avian,original,North America / United States / New York / Kings County,2023-07-17,2024-10-18,5,1,2023,EPI3605274,guinea_fowl,Avian
EPI_ISL_19490446,A/turkey/Pennsylvania/23-008238-002-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Pennsylvania / Chester County,2023-03-13,2024-10-18,5,1,2023,EPI3605257,turkey,Avian
EPI_ISL_19490445,A/turkey vulture/New Jersey/23-015846-003-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / New Jersey,2023-05-12,2024-10-18,5,1,2023,EPI3605243,turkey_vulture,Avian
EPI_ISL_19490444,A/turkey/Pennsylvania/23-008238-001-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Pennsylvania / Chester County,2023-03-13,2024-10-18,5,1,2023,EPI3605241,turkey,Avian
EPI_ISL_19490442,A/domestic duck/Iowa/23-008211-002-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Iowa / Chickasaw County,2023-03-13,2024-10-18,5,1,2023,EPI3605225,domestic_duck,Avian
EPI_ISL_19490439,A/ferruginous hawk/Colorado/23-015630-001-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Colorado,2023-05-12,2024-10-18,5,1,2023,EPI3605195,ferruginous_hawk,Avian
EPI_ISL_19490438,A/chicken/Michigan/23-008143-002-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Michigan / Eaton County,2023-03-10,2024-10-18,5,1,2023,EPI3605193,chicken,Avian
EPI_ISL_19490437,A/chicken/Missouri/23-015567-002-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Missouri / Phelps County,2023-05-16,2024-10-18,5,1,2023,EPI3605179,chicken,Avian
EPI_ISL_19490433,A/turkey/North Carolina/23-015563-001-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / North Carolina / Rowan County,2023-05-16,2024-10-18,5,1,2023,EPI3605147,turkey,Avian
EPI_ISL_19490431,A/domestic goose/Minnesota/23-014706-004-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Minnesota / Noble County,2023-05-09,2024-10-18,5,1,2023,EPI3605131,domestic_goose,Avian
EPI_ISL_19490427,A/Muscovy duck/Pennsylvania/23-007957-004-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Pennsylvania / Lancaster County,2023-03-09,2024-10-18,5,1,2023,EPI3605103,muscovy_duck,Avian
EPI_ISL_19490423,A/guinea fowl/Virginia/23-007337-003-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Virginia / Rockingham County,2023-03-06,2024-10-18,5,1,2023,EPI3605071,guinea_fowl,Avian
EPI_ISL_19490418,A/mallard/Connecticut/23-004773-001-original2/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Connecticut,2023-02-06,2024-10-18,5,1,2023,EPI3605031,mallard,Avian
EPI_ISL_19490417,A/chicken/New Hampshire/23-002392-001-original2/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / New Hampshire / Belknap County,2023-01-19,2024-10-18,5,1,2023,EPI3605023,chicken,Avian
EPI_ISL_19490415,A/mallard/New Hampshire/24-002162-001-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / New Hampshire,2024-01-17,2024-10-18,5,1,2024,EPI3605007,mallard,Avian
EPI_ISL_19490413,A/gadwall/Oklahoma/23-038107-003-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Oklahoma,2023-11-17,2024-10-18,5,1,2023,EPI3604991,gadwall,Avian
EPI_ISL_19490412,A/American black duck/Ohio/23-036193-035-original/2023,H5N3,,Am_nonGsGD,Avian,original,North America / United States / Ohio,2023-11-04,2024-10-18,5,3,2023,EPI3604983,american_black_duck,Avian
EPI_ISL_19490409,A/mallard/Michigan/23-035042-007-original/2023,H5N3,,Am_nonGsGD,Avian,original,North America / United States / Michigan,2023-11-01,2024-10-18,5,3,2023,EPI3604959,mallard,Avian
EPI_ISL_19490399,A/mallard/North Dakota/23-034424-002-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / North Dakota,2023-11-03,2024-10-18,5,1,2023,EPI3604879,mallard,Avian
EPI_ISL_19490393,A/green-winged teal/Idaho/23-033317-016-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Idaho,2023-10-19,2024-10-18,5,1,2023,EPI3604831,green_winged_teal,Avian
EPI_ISL_19490391,A/green-winged teal/New York/23-033302-033-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / New York,2023-10-21,2024-10-18,5,1,2023,EPI3604815,green_winged_teal,Avian
EPI_ISL_19490388,A/pintail/Oregon/23-032793-020-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Oregon,2023-10-22,2024-10-18,5,1,2023,EPI3604791,pintail,Avian
EPI_ISL_19490387,A/American wigeon/Oregon/23-032793-005-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Oregon,2023-10-22,2024-10-18,5,1,2023,EPI3604783,american_wigeon,Avian
EPI_ISL_19490386,A/American wigeon/Oregon/23-032793-004-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Oregon,2023-10-22,2024-10-18,5,1,2023,EPI3604775,american_wigeon,Avian
EPI_ISL_19490385,A/green-winged teal/Ohio/23-032269-046-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Ohio,2023-10-14,2024-10-18,5,1,2023,EPI3604767,green_winged_teal,Avian
EPI_ISL_19490384,A/mallard/Ohio/23-032269-033-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Ohio,2023-10-14,2024-10-18,5,1,2023,EPI3604759,mallard,Avian
EPI_ISL_19490383,A/gadwall/Ohio/23-032269-030-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Ohio,2023-10-14,2024-10-18,5,1,2023,EPI3604751,gadwall,Avian
EPI_ISL_19490382,A/pintail/Ohio/23-032269-017-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Ohio,2023-10-14,2024-10-18,5,1,2023,EPI3604743,pintail,Avian
EPI_ISL_19490381,A/mallard/Washington/23-031856-003-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Washington,2023-10-12,2024-10-18,5,1,2023,EPI3604735,mallard,Avian
EPI_ISL_19490380,A/mallard/Washington/23-031856-001-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Washington,2023-10-12,2024-10-18,5,1,2023,EPI3604727,mallard,Avian
EPI_ISL_19490379,A/American wigeon/Montana/23-030445-008-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Montana,2023-09-30,2024-10-18,5,1,2023,EPI3604719,american_wigeon,Avian
EPI_ISL_19490377,A/gadwall/Montana/23-030444-001-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Montana,2023-09-30,2024-10-18,5,1,2023,EPI3604703,gadwall,Avian
EPI_ISL_19155289,A/Turkey/QC/FAV-0168-4/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Quebec,2023-04-21,2024-05-21,5,1,2023,EPI3316991,turkey,Avian
EPI_ISL_19155280,A/Duck/QC/FAV-0167-3/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Quebec,2023-04-17,2024-05-21,5,1,2023,EPI3316919,duck,Avian
EPI_ISL_19155279,A/Duck/QC/FAV-0167-1/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Quebec,2023-04-17,2024-05-21,5,1,2023,EPI3316911,duck,Avian
EPI_ISL_19155273,A/Turkey_Vulture/ON/FAV-0170-1/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Ontario,2023-04-13,2024-05-21,5,1,2023,EPI3316863,turkey_vulture,Avian
EPI_ISL_19155272,A/Canada_Goose/ON/FAV-0163-1/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Ontario,2023-04-13,2024-05-21,5,1,2023,EPI3316855,canada_goose,Avian
EPI_ISL_19155271,A/Red-Tailed_Hawk/ON/FAV-0163-2/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Ontario,2023-04-12,2024-05-21,5,1,2023,EPI3316847,red_tailed_hawk,Avian
EPI_ISL_19155270,A/Red-Tailed_Hawk/ON/FAV-0160-2/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Ontario,2023-04-12,2024-05-21,5,1,2023,EPI3316839,red_tailed_hawk,Avian
EPI_ISL_19155266,A/Chicken/QC/FAV-0146-4/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Quebec,2023-04-11,2024-05-21,5,1,2023,EPI3316807,chicken,Avian
EPI_ISL_19155264,A/American_Crow/ON/FAV-0158-2/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Ontario,2023-04-11,2024-05-21,5,1,2023,EPI3316791,american_crow,Avian
EPI_ISL_19155263,A/Turkey_Vulture/ON/FAV-0158-1/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Ontario,2023-04-09,2024-05-21,5,1,2023,EPI3316783,turkey_vulture,Avian
EPI_ISL_19155262,A/American_Crow/ON/FAV-0160-1/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Ontario,2023-04-08,2024-05-21,5,1,2023,EPI3316775,american_crow,Avian
EPI_ISL_19155260,A/Turkey/ON/FAV-0133-2/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Ontario,2023-04-05,2024-05-21,5,1,2023,EPI3316759,turkey,Avian
EPI_ISL_19155255,A/American_Crow/ON/FAV-0143-6/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Ontario,2023-04-04,2024-05-21,5,1,2023,EPI3316719,american_crow,Avian
EPI_ISL_19155243,A/Turkey_Vulture/ON/FAV-0143-3/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Ontario,2023-03-30,2024-05-21,5,1,2023,EPI3316623,turkey_vulture,Avian
EPI_ISL_19155242,A/American_Crow/ON/FAV-0137-3/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Ontario,2023-03-30,2024-05-21,5,1,2023,EPI3316615,american_crow,Avian
EPI_ISL_19155241,A/Tundra_Swan/ON/FAV-0125-3/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Ontario,2023-03-29,2024-05-21,5,1,2023,EPI3316607,tundra_swan,Avian
EPI_ISL_19155235,A/Red-Tailed_Hawk/NS/FAV-0135-9/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Nova Scotia,2023-03-27,2024-05-21,5,1,2023,EPI3316559,red_tailed_hawk,Avian
EPI_ISL_19155231,A/American_Crow/ON/FAV-0134-3/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Ontario,2023-03-27,2024-05-21,5,1,2023,EPI3316527,american_crow,Avian
EPI_ISL_19155227,A/American_Crow/ON/FAV-0149-2/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Ontario,2023-03-24,2024-05-21,5,1,2023,EPI3316495,american_crow,Avian
EPI_ISL_19155225,A/Canada_Goose/NS/FAV-0122-4/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Nova Scotia,2023-03-22,2024-05-21,5,1,2023,EPI3316479,canada_goose,Avian
EPI_ISL_19155221,A/Canada_Goose/ON/FAV-0120-3/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Ontario,2023-03-21,2024-05-21,5,1,2023,EPI3316447,canada_goose,Avian
EPI_ISL_19155220,A/Canada_Goose/ON/FAV-0118-6/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Ontario,2023-03-21,2024-05-21,5,1,2023,EPI3316439,canada_goose,Avian
EPI_ISL_19155219,A/American_Crow/NS/FAV-0122-1/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Nova Scotia,2023-03-21,2024-05-21,5,1,2023,EPI3316431,american_crow,Avian
EPI_ISL_19155218,A/Canada_Goose/NS/FAV-0135-2/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Nova Scotia,2023-03-20,2024-05-21,5,1,2023,EPI3316423,canada_goose,Avian
EPI_ISL_19155217,A/Hooded_Merganser/ON/FAV-0118-2/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Ontario,2023-03-18,2024-05-21,5,1,2023,EPI3316415,hooded_merganser,Avian
EPI_ISL_19155216,A/Canada_Goose/ON/FAV-0137-6/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Ontario,2023-03-18,2024-05-21,5,1,2023,EPI3316407,canada_goose,Avian
EPI_ISL_19155211,A/Turkey/ON/FAV-0098-2/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Ontario,2023-03-13,2024-05-21,5,1,2023,EPI3316367,turkey,Avian
EPI_ISL_19155210,A/Turkey/ON/FAV-0098-1/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Ontario,2023-03-13,2024-05-21,5,1,2023,EPI3316359,turkey,Avian
EPI_ISL_19155208,A/Bald_Eagle/NS/FAV-0135-3/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Nova Scotia,2023-03-12,2024-05-21,5,1,2023,EPI3316343,bald_eagle,Avian
EPI_ISL_19155206,A/Chicken/ON/FAV-0101-4/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Ontario,2023-03-09,2024-05-21,5,1,2023,EPI3316327,chicken,Avian
EPI_ISL_19155205,A/Chicken/ON/FAV-0101-3/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Ontario,2023-03-09,2024-05-21,5,1,2023,EPI3316319,chicken,Avian
EPI_ISL_19155202,A/Canada_Goose/ON/FAV-0104-4/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Ontario,2023-03-08,2024-05-21,5,1,2023,EPI3316295,canada_goose,Avian
EPI_ISL_19155201,A/Canada_Goose/ON/FAV-0104-3/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Ontario,2023-03-08,2024-05-21,5,1,2023,EPI3316287,canada_goose,Avian
EPI_ISL_19137669,A/crow/Kansas/W23-968A/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Kansas,2023-12-12,2024-05-08,5,1,2023,EPI3292087,crow,Avian
EPI_ISL_19064366,A/black vulture/Tennessee/W23-890A/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Tennessee,2023-10-30,2024-04-02,5,1,2023,EPI3222684,black_vulture,Avian
EPI_ISL_19064365,A/black vulture/Tennessee/W23-890B/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Tennessee,2023-10-30,2024-04-02,5,1,2023,EPI3222676,black_vulture,Avian
EPI_ISL_19064364,A/black vulture/Tennessee/W23-939A/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Tennessee,2023-11-25,2024-04-02,5,1,2023,EPI3222668,black_vulture,Avian
EPI_ISL_19064363,A/black vulture/Tennessee/W23-939B/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Tennessee,2023-11-25,2024-04-02,5,1,2023,EPI3222660,black_vulture,Avian
EPI_ISL_18737543,A/domestic duck/Oregon/23-037049-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Oregon / Clackamas County,2023-11-20,2024-01-09,5,1,2023,EPI2895479,domestic_duck,Avian
EPI_ISL_18737540,A/turkey/Minnesota/23-037134-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Minnesota / Brown County,2023-11-23,2024-01-09,5,1,2023,EPI2895455,turkey,Avian
EPI_ISL_18737539,A/turkey/Minnesota/23-037134-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Minnesota / Brown County,2023-11-23,2024-01-09,5,1,2023,EPI2895447,turkey,Avian
EPI_ISL_18737537,A/pheasant/Colorado/23-037672-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Colorado / Bent County,2023-11-28,2024-01-09,5,1,2023,EPI2895431,pheasant,Avian
EPI_ISL_18737536,A/chicken/California/23-037680-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California / Sonoma County,2023-11-28,2024-01-09,5,1,2023,EPI2895423,chicken,Avian
EPI_ISL_18737535,A/chicken/California/23-037680-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California / Sonoma County,2023-11-28,2024-01-09,5,1,2023,EPI2895415,chicken,Avian
EPI_ISL_18737534,A/domestic goose/California/23-037681-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California / San Benito County,2023-11-28,2024-01-09,5,1,2023,EPI2895407,domestic_goose,Avian
EPI_ISL_18737521,A/chicken/Michigan/23-037817-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Michigan / Bay County,2023-11-29,2024-01-09,5,1,2023,EPI2895375,chicken,Avian
EPI_ISL_18737519,A/chicken/Idaho/23-037837-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Idaho / Canyon County,2023-11-29,2024-01-09,5,1,2023,EPI2895367,chicken,Avian
EPI_ISL_18737481,A/caspian tern/Washington/23-024996-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Washington,2023-08-07,2024-01-09,5,1,2023,EPI2895327,caspian_tern,Avian
EPI_ISL_18737472,A/caspian tern/Washington/23-025001-004/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Washington,2023-08-11,2024-01-09,5,1,2023,EPI2895319,caspian_tern,Avian
EPI_ISL_18737454,A/caspian tern/Washington/23-025001-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Washington,2023-08-11,2024-01-09,5,1,2023,EPI2895295,caspian_tern,Avian
EPI_ISL_18695308,A/turkey/South Dakota/23-031731-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / South Dakota / Spink County,2023-10-15,2023-12-27,5,1,2023,EPI2869940,turkey,Avian
EPI_ISL_18695303,A/sharp-shinned hawk/Iowa/23-031647-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Iowa,2023-10-12,2023-12-27,5,1,2023,EPI2869900,sharp_shinned_hawk,Avian
EPI_ISL_18695302,A/turkey/Minnesota/23-031508-003/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Minnesota / Redwood County,2023-10-16,2023-12-27,5,1,2023,EPI2869892,turkey,Avian
EPI_ISL_18311019,A/Caspian tern/Washington/23-023703-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Washington / Pierce County,2023-07-31,2023-09-26,5,1,2023,EPI2759067,caspian_tern,Avian
EPI_ISL_18311018,A/Caspian tern/Washington/23-023703-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Washington / Pierce County,2023-07-31,2023-09-26,5,1,2023,EPI2759059,caspian_tern,Avian
EPI_ISL_18311016,A/Caspian tern/Oregon/23-018836-003/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Oregon / Wasco County,2023-06-15,2023-09-26,5,1,2023,EPI2759043,caspian_tern,Avian
EPI_ISL_18311015,A/Caspian tern/Oregon/23-018836-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Oregon / Wasco County,2023-06-15,2023-09-26,5,1,2023,EPI2759035,caspian_tern,Avian
EPI_ISL_18311014,A/Caspian tern/Oregon/23-018836-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Oregon / Wasco County,2023-06-15,2023-09-26,5,1,2023,EPI2759027,caspian_tern,Avian
EPI_ISL_19532190,A/chicken/USA/24-031666-001/2024,H5N1,,2.3.4.4b,Chicken,Original,North America / United States / California,2024-10-25,2024-11-06,5,1,2024,EPI3630865,chicken,Avian
EPI_ISL_19532183,A/chicken/USA/24-031862-001/2024,H5N1,,2.3.4.4b,Chicken,Original,North America / United States / California,2024-10-27,2024-11-06,5,1,2024,EPI3630810,chicken,Avian
EPI_ISL_19532173,A/chicken/USA/24-031166-001/2024,H5N1,,2.3.4.4b,Chicken,Original,North America / United States / California,2024-10-17,2024-11-06,5,1,2024,EPI3630735,chicken,Avian
EPI_ISL_19228215,A/chicken/Michigan/24-010651-001/2024,H5N1,,2.3.4.4b,Chicken,Original,North America / United States / Michigan,2024-04-09,2024-05-06,5,1,2024,EPI3410995,chicken,Avian
EPI_ISL_19605294,A/black scoter/Florida/23-002762-026/2023,H5N1,,2.3.4.4b,Duck,Original,North America / United States / Florida,2023-01-10,2024-12-04,5,1,2023,EPI3696977,duck,Avian
